Station Name,IBNR
Börnichen-Schlepzig,08011227
Bornitz(Oschatz),08011245
Bornitz(Zeitz),08011246
Bornum am Harz,08001102
Borsdorf(Hess),08001104
Borsdorf(Sachs),08010059
Börßum,08001063
Bösdorf(Sachs-Anh),08011228
Bösensell,08001065
Bösperde,08001066
Bottrop Hbf,08000047
Bottrop-Boy,08001107
Bottrop-Vonderort,08001108
Bötzingen,08007296
Bötzingen Mühle,08007297
Bous(Saar),08001110
Boxberg,08081650
Boxberg-Wölchingen,08001111
Brachbach,08001112
Brachelen,08001113
Brackwede,08000048
Brackwede Süd,08001116
Braderup(Wenningstedt),08084100
Brahlstorf,08011248
Brake(b Bielefeld),08001118
Brake(Unterweser),08001120
Brakel(Höxter),08001121
Bramsche,08001122
Bramstedt(b Syke),08001123
Brand(Niederlausitz),08011250
Brandenburg Altstadt,08011252
Brandenburg August-Bebel-Straße,08087040
Brandenburg Hbf,08010060
Brandis,08011253
Brandoberndorf,08001126
Brandstätt,08001128
Brannenburg,08001129
Braubach,08001130
Braubach KD,08075956
Braunlage ZOB,08082487
Bräunlingen Bahnhof,08001119
Bräunlingen Industriegebiet,08070999
Braunsbedra,08011255
Braunsbedra Ost,08011256
Braunschweig Hbf,08000049
Braunschweig-Gliesmarode,08001134
Braunsdorf-Lichtenwalde,08011257
Brebach,08001135
Breddin,08011258
Bredelar,08001137
Bredstedt,08001139
Bredstedt Bahnhof,08071139
Brefeld,08001140
Brehna,08011260
Brehna Markt,08071739
Breisach,08001143
Breitenbrunn(Erzg),08011263
Breitenbrunn(Schwab),08001147
Breitendiel,08001148
Breitendorf,08011264
Breitengüßbach,08001149
Breitenstein(Pfalz),08070336
Breithardt,08001151
"Breitscheidt(Altenkirchen, Ww)",08001153
Breitungen(Werra),08011265
Bremen Hbf,08000050
Bremen Hbf/ZOB,08076130
Bremen Kreinsloger,08007896
Bremen Mühlenstraße,08007895
Bremen Neustadt,08001155
Bremen Turnerstraße,08007897
Bremen-Aumund,08007892
Bremen-Blumenthal,08007894
Bremen-Burg,08001156
Bremen-Farge,08007898
Bremen-Hemelingen,08001157
Bremen-Lesum,08001159
Bremen-Mahndorf,08001160
Bremen-Oberneuland,08001161
Bremen-Oslebshausen,08001162
Bremen-Schönebeck,08001163
Bremen-Sebaldsbrück,08001164
Bremen-St Magnus,08001165
Bremen-Vegesack,08001166
Bremen-Walle,08001167
Bremerhaven Fi.hafen,08070215
Bremerhaven Hbf,08000051
Bremerhaven Seebäderkaje,08070030
Bremerhaven-Lehe,08001168
Bremerhaven-Wulsdorf,08001170
Bremervörde,08007800
Brenk,08071651
Brest-Aspe,08007841
Breternitz,08011267
Bretleben,08010061
Bretten,08000053
Bretten Kupferhälde,08070093
Bretten Rechberg,08001138
Bretten Schulzentrum,08001144
Bretten Stadtmitte,08001152
Bretten Wannenweg,08079060
Bretten-Ruit,08001131
Brettorf,08001176
Bretzenheim(Nahe),08001177
Bretzfeld,08001178
Breyell,08001180
Brieselang,08013472
Briesen(Mark),08011269
Brigachtal Kirchdorf,08003339
Brigachtal Klengen,08003336
Brilon Stadt,08001182
Brilon Wald,08000054
Britz,08010064
Brochterbeck,08070337
Brocken,08017004
Brockhöfe,08001185
Bröckingen,08007168
Brodenbach KD,08075980
Broderstorf,08011270
Brohl,08001186
Brohl(Brohltalbahn),08070338
Brokstedt,08001190
Brotdorf,08000223
Brötzingen Mitte,08004799
Brötzingen Sandweg,08070274
Brötzingen Wohnlichstraße,08070275
Bruchenbrücken,08001196
Bruchhausen(b Ettlingen),08001198
Bruchhausen-Vilsen,08070340
Bruchköbel,08001199
Bruchmühlbach-Miesau,08001200
Bruchmühlen,08001201
Bruchsal,08000055
Bruchsal Am Mantel,08001214
Bruchsal Bildungszentrum,08001197
Bruchsal Schlachthof,08070009
Bruchsal Schloßgarten,08085001
Bruchsal Sportzentrum,08001212
Bruchsal Stegwiesen,08085002
Bruchsal Tunnelstr.,08070008
Bruchweiler,08079080
Brück(Mark),08011271
Bruckberg,08001203
Brucken,08001205
Brucken Untere Straße/B465,08071205
Bruckmühl,08001207
Brüel(Meckl) Markt,08079312
Brügge(Prign),08011273
Brügge(Westf),08001213
Brühl,08001215
Brühl(Rheinland) Nord,08071433
Brunau-Packebusch,08011277
Bubach,08001221
Bubenheim,08071229
Bubenreuth,08001223
Buchbrunn-Mainstockheim,08001225
Büchen,08000058
Buchen Ost,08001226
Buchen(Odenw),08001227
Buchenau(Lahn),08001228
Buchenau(Oberbay),08001229
Büchenbach,08001242
Buchenhain,08001231
Buchenhorst,08011281
Büches-Düdelsheim,08001244
Buchholz(Baden),08001234
Buchholz(Nordheide),08000056
Buchholz(Zauche),08011282
Buchholz(Zauche) Feuerwehr,08081041
Buchloe,08000057
Bückeburg,08001245
Buckow(Beeskow),08011284
Buddenhagen,08011286
Büden,08011288
Budenheim,08001237
Büdingen(Oberhess),08001250
Büdingen(Westerw),08001249
Bufleben,08010067
Buggingen,08001262
Bühl(Baden),08001252
Buir,08001264
Buldern,08001266
Bullay(DB),08001267
Bülzig,08011290
Buna Werke,08013473
Bünde(Westf),08000059
Bundenthal-Rumbach,08079087
Bünninghausen,08070663
Burbach Mitte,08001302
Burbach(Kr Siegen),08001268
Burg Stargard(Meckl),08011293
Burg(Dillkr) Nord,08001271
Burg(Dithm),08001273
Burg(Magdeburg),08011294
Burgau(Schwab),08001276
Burgbernheim,08001277
Burgbernheim-Wildbad,08001278
Burgbrohl,08070342
Burgdorf,08001279
Bürgeln,08001256
Burggaillenreuth,08070343
Burghaun(Hünfeld),08001283
Burghausen,08001284
Burgheim,08001285
Burgholzhausen v d H,08001287
Burgkemnitz,08011296
Burgkirchen,08001288
Burgkunstadt,08001289
Burglauer,08001290
Burgsinn,08001293
Burgstädt,08011297
Burgstall(Murr),08001296
Burgthann,08001297
Burg-u. Nieder Gemünden,08000061
Burgweiler,08001281
Burhafe(Ostfriesl),08001301
Burkhardswalde-Maxen,08011298
Burkhardswalde-Maxen Bf,08071298
Burkhardtsdorf,08011299
Burkhardtsdorf Mitte,08011303
Burkhardtsdorf Sparkasse,08071705
Burkheim-Bischoffingen,08007289
Burladingen,08007226
Burladingen West,08070022
Bürstadt,08000360
Buschow,08011302
Busenbach,08007000
Büsenbachtal,08001258
Busenberg-Schindhard,08079118
Büsum,08001259
Büsum (Hafen),08071259
Buttenheim,08001310
Büttgen,08001261
Buttstädt,08011304
Butzbach,08001312
Bützow,08010066
Buxtehude,08001315
Cadenberge,08001316
Cadolzburg,08001317
Cainsdorf,08011305
Calau(NL),08010069
Calbe(Saale) Ost,08010070
Calbe(Saale) West,08010071
Calberlah,08001318
Caldern,08001319
Calmbach Bahnhof,08001320
Calmbach Süd,08070280
Calw,08000063
Camburg(Saale),08013474
Cammin(Meckl),08011307
Capelle(Westf),08001323
Caputh Schule,08081754
Caputh Schwielowsee,08012957
Caputh-Geltow,08011308
Carpin,08011309
Casekow,08011311
Castrop-Rauxel Hbf,08001327
Castrop-Rauxel Süd,08001328
Castrop-Rauxel-Merklinde,08001329
Celle,08000064
Cham(Oberpf),08001330
Chamerau,08001331
Chausseehaus,08070348
Cheb(Gr),08005353
Chemnitz Albert-Schenk-Straße,08071806
Chemnitz Alt Chemnitz Center,08017400
Chemnitz Altchemnitzer Straße,08071812
Chemnitz Annenstraße,08071804
Chemnitz Bruno-Salzer-Straße,08071814
Chemnitz Erdmannsdorfer Straße,08017402
Chemnitz Erfenschlag,08011975
Chemnitz Friedrichstraße,08071174
Chemnitz Gustav-Freytag-Straße,08017403
Chemnitz Hbf,08010184
Chemnitz Hbf (Bahnhofstraße),08071738
Chemnitz Kinderwaldstätte,08011970
Chemnitz Lothringer/Elsasser Str.,08071815
Chemnitz Mitte,08011971
"Chemnitz Mitte, Zwickauer/Reichsstraße",08071922
Chemnitz Moritzhof,08017407
Chemnitz Omnibusbahnhof,08089295
Chemnitz Riemenschneiderstraße,08017401
Chemnitz Rösslerstraße,08017409
Chemnitz Roter Turm,08017410
Chemnitz Scheffelstraße,08017411
Chemnitz Schillerplatz,08017412
Chemnitz Schneeberger Straße,08017413
Chemnitz Schule Altchemnitz,08017414
Chemnitz Stefan-Heym-Platz,08071816
Chemnitz Süd,08010185
Chemnitz Theaterplatz,08017416
Chemnitz Treffurthstraße,08017417
Chemnitz Uhlestraße,08017418
Chemnitz Zentralhaltestelle,08017419
Chemnitz-Altchemnitz,08017420
Chemnitz-Borna Hp,08011974
Chemnitz-Harthau,08011977
Chemnitz-Harthau Alte Harth,08071805
Chemnitz-Hilbersdorf,08013450
Chemnitz-Hilbersdorf CVAG,08071662
Chemnitz-Reichenhain,08011978
Chemnitz-Schönau,08011979
"Chemnitz-Schönau, CVAG-Wendeanlage",08071737
Chemnitz-Siegmar,08011980
Chorin,08011314
Clarholz,08001335
Clausnitz,08011315
Cloppenburg,08001337
Coburg,08001338
Coburg Nord,08001334
Coburg-Neuses,08001339
Cochem(Mosel),08001340
Cochem(Mosel) KD,08075983
Coesfeld Schulzentrum,08001343
Coesfeld(Westf),08000066
Cölbe,08000065
Collenberg,08005028
Contwig,08001341
Coppenbrügge,08001342
Coschen,08011319
Cossebaude,08011320
Cossen,08011321
Coswig(Anh),08011322
Coswig(Dresden),08010072
Cottbus,08010073
Cottbus-Merzdorf,08012341
Cottbus-Sandow,08011318
Cottbus-Willmersdorf Nord,08081688
Crailsheim,08000067
Cranzahl,08010074
Crawinkel,08011324
Creidlitz,08001347
Creußen(Oberfr),08001348
Crimmitschau,08011325
Crivitz,08011326
Crossen a d Elster,08010196
Crossen Ort,08011312
Cunnertswalde,08011331
Cursdorf,08011332
Cuxhaven,08001352
Cuxhaven(Alte Liebe),08071353
Cuxhaven(Fährhafen),08071352
Daaden,08007077
Dabendorf,08011334
Dachau Bahnhof,08001354
Dachau Stadt,08001355
Dachrieden,08011335
Dachwig,08011336
Dagebüll Kirche,08077770
Dagebüll Mole,08007769
Dahl,08001357
Dahlbruch,08001358
Dahlem(Eifel),08001359
Dahlen(Sachs),08011339
Dahlenburg,08001360
Dahlerbrück,08001362
Dahlewitz,08011340
Dahn,08079085
Dahn Süd,08079081
Dalheim,08001365
Dallau,08001366
Dallgow-Döberitz,08080260
Dannenberg Ost,08001372
Dannenwalde(Gransee),08011344
Dannenwalde(Gransee) Kirche,08070962
Darching,08001373
Darlingerode,08011346
Darmstadt Hbf,08000068
Darmstadt Nord,08001375
Darmstadt Ost,08001376
Darmstadt Süd,08001377
Darmstadt TU-Lichtwiese,08001386
Darmstadt-Arheilgen,08001378
Darmstadt-Eberstadt,08001379
Darmstadt-Kranichstein,08001380
Darmstadt-Wixhausen,08006528
Darscheid,08001381
Dasing,08001382
Dattenfeld(Sieg),08001384
Dauenhof,08001387
Daufenbach,08001388
Daun,08000361
Dausenau,08001389
Davensberg,08001390
Debstedt,08070213
Dedenhausen,08001392
Dedensen-Gümmer,08001393
Dedinghausen,08001394
Deetz(Zerbst),08011351
Deezbüll,08079022
Deggendorf Hbf,08001397
Deidesheim,08001399
Deining(Oberpf),08001400
Deinste,08070349
Deisenhofen,08001404
Deißlingen Mitte,08001405
Delitzsch ob Bf,08080280
Delitzsch unt Bf,08010076
Dellborner Mühle,08000270
Dellfeld,08001406
Dellfeld Ort,08001407
Delmenhorst,08000070
Delmenhorst Hasporter Damm,08070426
Delmenhorst Süd,08070350
Delmenhorst-Annenheide,08070302
Delmenhorst-Deichhausen,08070640
Delmenhorst-Hasbergen DHE,08070639
Demitz-Thumitz,08011354
Demker,08011355
Demmin,08011356
Dennheritz,08011357
Densborn,08001414
Denzlingen,08001415
Derkum,08001416
Dernau,08001417
Dernbach(Westerw),08001418
Derneburg(Han),08000071
Dessau Adria,08011362
Dessau Hbf,08010077
Dessau Süd,08011361
Dessau Süd Schwimmhalle,08071429
Dessau-Alten,08011363
Dessau-Mosigkau,08011364
Dessau-Waldersee,08070259
Dessow(Mark),08011368
Detmold,08001420
Dettelbach Bahnhof,08001421
Dettenhausen,08085015
Dettingen Freibad,08001424
Dettingen Gsaidt,08001426
Dettingen Lehen,08001422
Dettingen Neue Schule/B465,08071428
Dettingen(Main),08001427
Dettingen(Teck),08001428
Dettingen-Mitte,08070679
Dettum,08001429
Deuben(Zeitz),08010078
Deuerling,08001430
Deuten,08001432
Deutschenbora,08011370
Deutzen,08011371
Diebach,08001435
Dieburg,08000362
Diedelsheim,08070012
Diedorf(Schwab),08001439
Diepholz,08001443
Dieringhausen,08000363
Dieskau,08011376
Dießen,08001447
Dietersheim,08001450
Dietmannsried,08001454
Dietzelbach,08007335
Dietzenbach Bahnhof,08001456
Dietzenbach Mitte,08001455
Dietzenbach-Steinberg,08001459
Dietzhausen,08011378
Diez,08001457
Diez Ost,08001458
Dikjen-Deel,08084077
Dillbrecht,08001460
Dillenburg,08000074
Dillingen(Donau),08001463
Dillingen(Saar),08000075
Dingden,08001465
Dingelstädt ZOB,08087005
Dingolfing,08001466
Dinkelsbühl Bf,08070352
Dinkelscherben,08001468
Dinslaken,08001469
Dippmannsdorf,08011381
Dippoldiswalde,08011382
Dirmingen,08001470
Dissen-Bad Rothenfelde,08001471
Distelhausen,08001472
Ditfurt,08011383
Dittersbach,08011385
Dittersdorf,08011386
Dittigheim,08001474
Ditzingen,08001476
Döbeln Hbf,08010080
Döbeln Zentrum,08011389
Döberitz,08011390
Döberitz Karl-Marx-Straße,08087041
Doberlug-Kirchhain,08010079
Doberschütz,08011387
Dockweiler-Dreis,08001477
Dodendorf,08011388
Dodenhof,08007148
Dodenhof,08007404
Dogern,08001491
Döggingen,08001480
Döhlau,08001481
Döhle,08070353
Dohna(Sachs),08011398
Dolgen(Meckl),08011400
Dollbergen,08001492
Dollern,08001493
Dollnstein,08001495
Döllstädt,08010081
Dombühl,08000365
Domnitz(Saalkr),08011402
Domsühl,08011403
Donaueschingen,08000077
Donaueschingen Allmendshofen,08001479
Donaueschingen Aufen,08001482
Donaueschingen Grüningen,08001483
Donaueschingen Mitte/Siedlung,08001485
Donauwörth,08000078
Donndorf(Unstrut),08011404
Dorf Mecklenburg,08012321
Dorfchemnitz,08011405
Dorfen Bahnhof,08001499
Dörfles-Esbach,08001484
Dorfmark,08001502
Dorfprozelten,08001503
Dorheim(Wetterau),08001504
Dormagen,08001506
Dormagen Chempark,08001507
Dornburg(Saale),08011406
Dornreichenbach,08011407
Dornstetten,08001512
Dornum(Ostfriesl)MKO,08070356
Dörpen,08001486
Dörrberg,08011397
Dorsten,08006709
Dortelweil,08001514
Dortmund Hbf,08000080
Dortmund Hbf Busbf,08089325
Dortmund Knappschaftskrankenhaus,08001517
Dortmund Möllerbrücke,08001518
Dortmund Signal Iduna Park,08001522
Dortmund Stadthaus,08001520
Dortmund Tierpark,08001521
Dortmund Universität,08004419
Dortmund West,08003946
Dortmund-Aplerbeck,08001523
Dortmund-Aplerbeck Süd,08001524
Dortmund-Asseln Mitte,08001526
Dortmund-Barop,08001527
Dortmund-Bövinghausen,08001528
Dortmund-Brackel,08001529
Dortmund-Derne,08001530
Dortmund-Dorstfeld,08000081
Dortmund-Dorstfeld Süd,08004230
Dortmund-Germania,08001540
Dortmund-Hörde,08000961
Dortmund-Huckarde,08001505
Dortmund-Huckarde Nord,08001532
Dortmund-Kirchderne,08001533
Dortmund-Kirchhörde,08001534
Dortmund-Kley,08004269
Dortmund-Körne,08001535
Dortmund-Körne West,08003916
Dortmund-Kruckel,08001536
Dortmund-Kurl,08001537
Dortmund-Löttringhausen,08001538
Dortmund-Lütgendortmund,08001516
Dortmund-Lütgendortmund Nord,08001539
Dortmund-Marten,08001541
Dortmund-Marten Süd,08001542
Dortmund-Mengede,08001543
Dortmund-Nette/Oestrich,08001519
Dortmund-Oespel,08004288
Dortmund-Rahm,08001544
Dortmund-Scharnhorst,08001515
Dortmund-Sölde,08001545
Dortmund-Somborn,08001549
Dortmund-Westerfilde,08001525
Dortmund-Wickede,08001546
Dortmund-Wickede West,08003936
Dortmund-Wischlingen,08001531
Dorum(Weserm),08001547
Dörverden,08001489
Dossenheim(Bergstr),08007467
Dossow(Prign),08011408
Dottenheim,08001548
Dotternhausen-Dormettingen,08029358
"Dottingen, Rathaus$Ballrechten-Dott. R.",08079051
Drahnsdorf,08011409
Drahtzug,08017005
Drangstedt,08070216
Drebkau,08011414
Drei Annen Hohne,08017006
Dreieich-Buchschlag,08001236
Dreieich-Dreieichenhain,08001554
Dreieich-Götzenhain,08002315
Dreieich-Offenthal,08004653
Dreieich-Sprendlingen,08005636
Dreieich-Weibelfeld,08079151
Dreikirchen,08004538
Dreileben-Drackenstedt,08011415
Drensteinfurt,08001558
Dresden Flughafen,08011399
Dresden Freiberger Straße,08011431
Dresden Grenzstraße,08011417
Dresden Hbf,08010085
Dresden Hbf Strehlener Str.,08013449
Dresden Industriegelände,08011418
Dresden Industriegelände B97,08070851
Dresden Mitte,08013444
Dresden-Cotta,08011419
Dresden-Dobritz,08011420
Dresden-Friedrichstadt,08013475
Dresden-Kemnitz,08011421
Dresden-Klotzsche,08010088
Dresden-Neustadt,08010089
Dresden-Neustadt Gl. 10,08098089
Dresden-Niedersedlitz,08011422
Dresden-Pieschen,08011423
Dresden-Plauen,08013476
Dresden-Reick,08011424
Dresden-Stetzsch,08011425
Dresden-Strehlen,08011426
Dresden-Trachau,08011427
Dresden-Zschachwitz,08011428
Dresden-Zschachwitz Fritz-Schreiter-Str.,08013446
Dreye,08001561
Drohndorf-Mehringen,08011433
Duben(Nl),08011437
Ducherow,08011438
Duckterath,08001566
Dudweiler,08001570
Duisburg Entenfang,08005272
Duisburg Hbf,08000086
Duisburg-Bissingheim,08001599
Duisburg-Buchholz,08001600
Duisburg-Großenbaum,08001602
Duisburg-Hochfeld Süd,08001605
Duisburg-Meiderich Ost,08001607
Duisburg-Meiderich Süd,08000367
Duisburg-Obermeiderich,08001608
Duisburg-Rahm,08001609
Duisburg-Ruhrort,08001611
Duisburg-Schlenk,08001596
Duisburg-Wedau,08001612
Dülken,08001571
Dülmen,08000083
Dünsen DHE,08070358
Durach,08001614
Düren,08000084
Düren Annakirmesplatz,08007818
Düren Im Großen Tal,08007836
Düren Renkerstraße,08007832
Düren-Kuhbrücke,08007833
Düren-Lendersdorf,08007819
Durmersheim,08001616
Durmersheim Nord,08070170
Dürrenbüchig,08001576
Dürrenwaid Bahnhof,08070805
Dürrhennersdorf,08011439
Dürrnhaar,08001578
Dürrröhrsdorf,08010091
Düsseldorf Flughafen,08000082
Düsseldorf Flughafen (Ahrensplatz),08089310
Düsseldorf Flughafen Terminal,08001580
Düsseldorf Friedrichstadt,08001579
Düsseldorf Hbf,08000085
Düsseldorf Hbf ZOB,08089323
Düsseldorf Völklinger Str.,08001603
Düsseldorf Volksgarten,08001581
Düsseldorf Wehrhahn,08001582
Düsseldorf-Benrath,08001584
Düsseldorf-Bilk,08001585
Düsseldorf-Derendorf,08001586
Düsseldorf-Eller,08001587
Düsseldorf-Eller Mitte,08001308
Düsseldorf-Eller Süd,08001588
Düsseldorf-Flingern,08001598
Düsseldorf-Garath,08001589
Düsseldorf-Gerresheim,08001590
Düsseldorf-Hamm,08001597
Düsseldorf-Hellerhof,08004920
Düsseldorf-Oberbilk,08001591
Düsseldorf-Rath,08001592
Düsseldorf-Rath Mitte,08001593
Düsseldorf-Reisholz,08001594
Düsseldorf-Unterrath,08001595
Düsseldorf-Zoo,08001583
Dußlingen,08001617
Dutenhofen(Wetzlar),08001618
Dütschow,08011442
Ebelsbach-Eltmann,08001619
Ebenhausen(Unterfr),08001620
Ebenhausen-Schäftlarn,08001621
Ebenhofen,08001622
Ebensfeld,08001623
Eberbach,08000369
Ebermannstadt,08001627
Ebermergen,08001628
Ebern,08001629
Ebersbach(Fils),08001632
Ebersbach(Sachs),08010092
Ebersberg(Oberbay),08001634
Ebersbrunn,08011446
Ebersdorf(b Coburg),08001636
Eberswalde Hbf,08010093
Ebertsheim,08001638
Ebing,08001640
Ebringen,08001643
Ebstorf(Uelzen),08001645
Echem,08001646
Eching,08001647
Echterdingen,08001650
Echzell,08001648
Eckardtsleben,08011449
Eckartsberga(Thür),08011450
Eckartshausen-Ilshofen,08001651
Eckernförde,08001654
Eckersmühlen,08001655
Eddersheim,08001659
Edelfingen,08001660
Edenkoben,08001663
Ederbringhausen Bf,08001664
Edermünde-Grifte,08002374
Edesheim(Pfalz),08001665
Ediger-Eller,08001666
Edingen(Baden),08007455
Edingen(Wetzlar),08001668
Edle Krone,08011451
Edling,08001669
Effelder(Thür),08011453
Effolderbach,08001670
Efringen-Kirchen,08001671
Egelsbach,08001672
Egersdorf,08001674
Egestorf(Deister),08001675
Egestorf(Lüneb),08070360
Eggenfelden,08001677
Eggenfelden Mitte,08001676
Eggenstein,08007173
Eggersdorf,08011455
Eggesin,08011456
Eggingen,08070866
Egglkofen,08001678
Eggmühl,08001679
Eggolsheim,08001680
Eglharting,08001682
Egling,08001683
Ehingen(Donau),08001684
Ehlenbruch,08001686
Ehlershausen,08001687
Ehningen(b Böblingen),08001689
Ehr,08001690
Ehrang,08000370
Ehrang Ort,08001688
Ehringen,08001691
Ehringhausen(Kr Lippstadt),08001692
Ehringshausen(Kr Wetzlar),08001694
Ehringshausen(Oberhess),08001693
Ehrwald(Gr),08001695
Eibau,08010094
Eibau Bahnhofstraße,08071568
Eich(Sachs),08011458
Eichen(Kr Siegen),08001700
Eichenau(Oberbay),08001702
Eichenberg,08000090
Eichenzell,08001704
Eichhagen,08001706
Eichholz,08070708
Eicholzheim,08001707
Eichstätt Bahnhof,08001708
Eichstätt Stadt,08001709
Eichstedt(Altm),08011460
Eichstetten am Kaiserstuhl,08007295
Eichwalde,08080340
Eickeloh,08001710
Eickendorf,08011462
Eilenburg,08010095
Eilenburg Ost,08010161
Eilendorf,08001712
Eilsleben(b Magdeburg),08010096
Eilvese,08001713
Eimeldingen,08001715
Einbeck Salzderhelden,08005264
Einfeld,08001718
Einöd(Saar),08000371
Einsiedel,08011466
Einsiedel Brauerei,08071781
Einsiedel Hp Gymnasium,08011464
Einsiedlerhof,08001720
Eisenach,08010097
Eisenach Opelwerke Hp,08010105
Eisenach West,08011468
Eisenärzt,08001725
Eisenbach-Matzenbach,08001727
Eisenberg(Pfalz),08001728
Eisenheim,08070856
Eisenhüttenstadt,08011471
Eiserfeld(Sieg),08001729
Eiserne Hand,08070363
Eisfeld,08011472
Eisfelder Talmühle,08017007
Eislingen(Fils),08001731
Eiswoog,08001732
Eitensheim,08001734
Eitorf,08001736
Eitze Bahnhof,08007654
Elbingerode(Harz),08011473
Eldena(Meckl),08011474
Elend,08017008
Elfershausen-Trimberg,08001742
Elgersburg,08011476
Elgersburg Deutscher Hof,08070927
Ellefeld,08011477
Ellental,08001746
Ellerau,08007050
Ellerstadt Ost,08007570
Ellhofen,08001747
Ellingen(Bay),08001749
Ellrich,08011480
Ellwangen,08001751
Ellzee,08001752
Elmenhorst,08011481
Elmshorn,08000092
Elmstein,08070366
Elpersheim,08001754
Elsfleth,08001760
Elsholz,08011482
"Elsholz, Abzw. B2",08089133
Elsnigk(Anh),08011484
Elstal,08080370
"Elstal, Kirche",08084091
Elster(Elbe),08011486
Elsterberg,08011487
Elsterberg-Kunstseidenwerk,08011488
Elsterwerda,08010099
Elsterwerda-Biehla,08010100
Eltersdorf,08001762
Eltville,08001763
Eltville KD,08075970
Elxleben,08011489
Elz(Limburg/Lahn),08001764
Elz(Limburg/Lahn) Süd,08001765
Elzach,08001766
Elze(Han),08000093
Emden Außenhafen,08001767
Emden Hbf,08001768
Emleben,08011492
Emmelshausen,08001770
Emmendingen,08001771
Emmerich,08001773
Emmerich(Gr),08001774
Emmerke,08001775
Emmerthal,08001777
Empelde,08001781
Empel-Rees,08001780
Emsdetten,08001782
Emskirchen,08001783
Endersbach,08001785
Endingen am Kaiserstuhl,08007285
Endingen(Württ),08029356
Engeln,08070368
Engelsdorf,08011491
Engelsdorf Hans-Weigel-Straße,08071467
